ligand,ID,CAN SMILES,SMILES,P in rings,diff R,Formula:Formula,MolWt:MWt,AtomCount:nAtom,RotatableBondsCount:nRotB,Virtual,Chiral,diast,diast,PH,PB,PC,PN,PO,PF,PSi,PS,PC3,PAr3,CPN,CPO,P[N]3,P(OR)3,Phosphoramidite,PON2,PXY,,rkey,[Fe],Buchwald 1,Buchwald 2,PPhR2,Cy2PR,Cy checked?,Pkey,WuPhos,CAS PR3,COM,sigma_and_strem
P(OEt)(O-4-NO2-Ph)(NHCOSMe),00000702,CCOP(NC(=O)SC)Oc1ccc([N+](=O)[O-])cc1,P(NC(=O)SC)(OCC)Oc1ccc(cc1)[N+](=O)[O-],0,3,C10H13N2O5PS,304,32,8,,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,not on scifinder,0,#REF!
PO(CH2CH2Cl) Catecholate,00000703,ClCCOP1Oc2ccccc2O1,P1(Oc2c(cccc2)O1)OCCCl,1,2,C8H8ClO3P,219,21,3,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,62516-48-7,1,#REF!
P(OEt)(OPh)2,00000704,CCOP(Oc1ccccc1)Oc1ccccc1,P(OCC)(Oc2ccccc2)Oc1ccccc1,0,2,C14H15O3P,262,33,6,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,2161-16-2,1,#REF!
POMe cis 4-nPr-5-Et-dioxaphosphinane,00000705,CCC[C@H]1OP(OC)OC[C@H]1CC,CC[C@H]1[C@@H](CCC)OP(OC)OC1,1,2,C9H19O3P,206,32,4,,1,1,diast,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,not on scifinder,0,#REF!
P(OEt)2NHEt,00000706,CCNP(OCC)OCC,P(NCC)(OCC)OCC,0,2,C6H16NO2P,165,26,6,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,21310-13-4,0,#REF!
P(OEt)2NH(4-Cl-Ph),00000707,CCOP(Nc1ccc(Cl)cc1)OCC,P(Nc1ccc(cc1)Cl)(OCC)OCC,0,2,C10H15ClNO2P,248,30,6,,0,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,55560-26-4,0,#REF!
P(OMe)(OPh)(NEt2),00000708,CCN(CC)P(OC)Oc1ccccc1,P(N(CC)CC)(OC)Oc1ccccc1,0,3,C11H18NO2P,227,33,6,,1,0,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,not on scifinder,0,#REF!
371406886,00000709,C1=Cc2ccccc2N(P2OC(c3ccccc3)(c3ccccc3)[C@@H]3CCCN32)c2ccccc21,P4(N5[C@H](C(O4)(c7ccccc7)c6ccccc6)CCC5)N1c2c(cccc2)C=Cc3c1cccc3,1,2,C31H27N2OP,475,62,3,,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,5,0,0,0,0,0,,4,,"1092695-17-4 (PS,S,abs), 1883696-00-1 (PR,S,abs),2106794-41-4 (PS,S,rel)",1,#REF!
371406887,00000710,CC1(C)O[C@@H]2[C@@H](O1)C(c1ccccc1)(c1ccccc1)OP(N1c3ccccc3C=Cc3ccccc31)OC2(c1ccccc1)c1ccccc1,P4(OC([C@@H]7OC(O[C@H]7C(O4)(c9ccccc9)c8ccccc8)(C)C)(c6ccccc6)c5ccccc5)N1c2c(cccc2)C=Cc3c1cccc3,1,2,C45H38NO4P,688,89,5,,1,1,,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,,3,,1092695-14-1,1,1
"Prac cis POMe_4,6-dimethyldioxaphosphinane",00000711,COP1O[C@@H](C)C[C@@H](C)O1,C[C@H]1C[C@@H](C)OP(OC)O1,1,2,C6H13O3P,164,23,1,,1,1,682,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,"7735-86-6 (SR rel), 7735-82-2 (RS rel), 41821-91-4 (no stereo)",1,#REF!
PONH(cis-4-OMe-Cy) 5-methyl-5-NO2-dioxaphosphinane,00000712,CO[C@H]1CC[C@@H](NOP2OCC(C)([N+](=O)[O-])CO2)CC1,O=[N+]([O-])C1(C)COP(ON[C@H]2CC[C@@H](OC)CC2)OC1,1,2,C11H21N2O6P,308,41,5,,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,3,0,0,0,0,0,,2,,not on scifinder,0,#REF!
"MeCgP(2,4-MeOPh)",00000713,COc1ccc(P2[C@@]3(C)C[C@@]4(C)O[C@]2(C)C[C@@](C)(O3)O4)c(OC)c1,C[C@]1(C2)O[C@@](C3)(C)O[C@]2(C)O[C@@]3(C)P1c4c(OC)cc(OC)cc4,2,2,C18H25O5P,352,49,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,796867-38-4,1,#REF!
PPh2 NBuPyrrol-2-yl,00000714,CCCCn1cccc1P(c1ccccc1)c1ccccc1,CCCCN1C=CC=C1P(C2=CC=CC=C2)C3=CC=CC=C3,0,2,C20H22NP,307,44,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
KitPhos,00000715,c1ccc(C2=C(P(C3CCCCC3)C3CCCCC3)C3c4ccccc4C2c2ccccc23)cc1,c1ccc(cc1)C2=C(C3c4ccccc4C2c5c3cccc5)P(C6CCCCC6)C7CCCCC7,0,2,C34H37P,477,72,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,,1166994-77-9,1,1
ArPyPhos,00000716,c1ccc(-c2cc(-c3ccccc3)c(-c3cccc(P(c4ccccc4)c4ccccc4)n3)c(-c3ccccc3)c2)cc1,c1ccc(cc1)c2cc(c(c(c2)c3ccccc3)c4cccc(n4)P(c5ccccc5)c6ccccc6)c7ccccc7,0,2,C41H30NP,568,73,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,919091-20-6,1,#REF!
cataCXium FBn,00000717,c1ccc(CC2(P(C3CCCCC3)C3CCCCC3)c3ccccc3-c3ccccc32)cc1,c1ccc(cc1)CC2(c3ccccc3-c4c2cccc4)P(C5CCCCC5)C6CCCCC6,0,2,C32H37P,453,70,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,937378-17-1 (had the HBF4 CAS before),1,1
cataCXium FPrPh,00000718,c1ccc(CCCC2(P(C3CCCCC3)C3CCCCC3)c3ccccc3-c3ccccc32)cc1,c1ccc(cc1)CCCC2(c3ccccc3-c4c2cccc4)P(C5CCCCC5)C6CCCCC6,0,2,C34H41P,481,76,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0,,1007311-94-5 (had the HBF4 CAS before),1,1
PhP(4-PhC10H4F17)2,00000719,FC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)CCc1ccc(P(c2ccccc2)c2ccc(CCC(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)C(F)(F)F)cc2)cc1,c1ccc(cc1)P(c2ccc(cc2)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)c3ccc(cc3)CCC(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F,0,2,C38H21F34P,1154,94,23,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,892154-91-5,1,1
Ph2P(2-PhCN),00000720,N#Cc1ccccc1P(c1ccccc1)c1ccccc1,c1ccc(cc1)P(c2ccccc2)c3ccccc3C#N,0,2,C19H14NP,287,35,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,34825-99-5,1,1
Ph-PhenCarPhos,00000721,c1ccc(P(c2ccccc2)c2ccccc2-n2c3ccccc3c3ccccc32)cc1,c1ccc(cc1)P(c2ccccc2)c3ccccc3n4c5ccccc5c6c4cccc6,0,2,C30H22NP,427,54,4,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1308652-67-6,1,1
cataCXium Kcy,00000722,c1ccc(N(c2ccccn2)P(C2CCCCC2)C2CCCCC2)nc1,c1ccnc(c1)N(c2ccccn2)P(C3CCCCC3)C4CCCCC4,0,2,C22H30N3P,367,56,5,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,1,1,6,,472959-98-1,1,#REF!
rac-BI-DIME,00000723,COc1cccc(OC)c1-c1cccc2c1P(C(C)(C)C)CO2,CC(C)(C)P1COc2c1c(ccc2)c3c(cccc3OC)OC,1,2,C19H23O3P,330,46,4,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"1246888-90-3 (no stereo), 1373432-09-7 (S), 1334854-03-7 (R),",1,1
rac-AntPhos,00000724,CC(C)(C)P1COc2cccc(-c3c4ccccc4cc4ccccc34)c21,CC(C)(C)P1COc2c1c(ccc2)c3c4ccccc4cc5c3cccc5,1,2,C25H23OP,370,50,2,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,"1268693-24-8 (no stereo), 1456816-37-7 (R), 1807740-34-6 (S)",1,1
GorlosPhos,00000725,CC(C)Oc1cccc(OC(C)C)c1P(C1CCCCC1)C1CCCCC1,CC(C)Oc1cccc(c1P(C2CCCCC2)C3CCCCC3)OC(C)C,0,2,C24H39O2P,391,66,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1268824-69-6 (had the HBF4 CAS before),1,#REF!
1-iPr2P-2-Me2N-indene,00000726,CC(C)P(C(C)C)C1C(N(C)C)=Cc2ccccc21,CC(C)P(C1c2ccccc2C=C1N(C)C)C(C)C,0,2,C17H26NP,275,45,4,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,540492-51-1,1,1
cataCXium FBu,00000727,CCCCC1(P(C2CCCCC2)C2CCCCC2)c2ccccc2-c2ccccc21,CCCCC1(c2ccccc2-c3c1cccc3)P(C4CCCCC4)C5CCCCC5,0,2,C29H39P,419,69,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0.5,0,,1007311-97-8 (had the HBF4 CAS before),1,1
Ph2P(CH2)3Si(OEt)3,00000728,CCO[Si](CCCP(c1ccccc1)c1ccccc1)(OCC)OCC,CCO[Si](OCC)(OCC)CCCP(c1ccccc1)c2ccccc2,0,2,C21H31O3PSi,391,57,12,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,52090-23-0,1,1
Et-PhenCarPhos,00000729,CCP(CC)c1ccccc1-n1c2ccccc2c2ccccc21,CCP(CC)c1ccccc1n2c3ccccc3c4c2cccc4,0,2,C22H22NP,331,46,4,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1308652-66-5,1,1
1-Ph2P-2-Me2N-indene,00000730,CN(C)C1=Cc2ccccc2C1P(c1ccccc1)c1ccccc1,CN(C)C1=Cc2ccccc2C1P(c3ccccc3)c4ccccc4,0,2,C23H22NP,343,47,4,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,628323-64-8,1,1
1-Cy2P-4'-Me2N-Ph2,00000731,CN(C)c1ccc(-c2ccccc2P(C2CCCCC2)C2CCCCC2)cc1,CN(C)c1ccc(cc1)c2ccccc2P(C3CCCCC3)C4CCCCC4,0,2,C26H36NP,394,64,5,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0.5,0,,1185899-00-6,1,1
Ph-CPhos,00000732,CN(C)c1cccc(N(C)C)c1-c1ccccc1P(c1ccccc1)c1ccccc1,CN(C)c1cccc(c1c2ccccc2P(c3ccccc3)c4ccccc4)N(C)C,0,2,C28H29N2P,425,60,6,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1447963-71-4,1,1
ZhedaPhos,00000733,COc1cccc(N(C)c2ccccc2)c1P(C1CCCCC1)C1CCCCC1,CN(c1ccccc1)c2cccc(c2P(C3CCCCC3)C4CCCCC4)OC,0,2,C26H36NOP,410,65,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1398565-95-1,1,1
PPh2-Andole-Phos,00000734,COc1ccccc1-c1c(P(c2ccccc2)c2ccccc2)c2ccccc2n1C,Cn1c2ccccc2c(c1c3ccccc3OC)P(c4ccccc4)c5ccccc5,0,2,C28H24NOP,421,55,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,,0,,1242759-01-8,1,1
(MeO2CCH2CH2)3P,00000735,COC(=O)CCP(CCC(=O)OC)CCC(=O)OC,COC(=O)CCP(CCC(=O)OC)CCC(=O)OC,0,1,C12H21O6P,292,40,12,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,29269-17-8,1,1
LB-Phos,00000736,COc1cc(OC)c(P(C2CCCCC2)C2CCCCC2)c(OC)c1,COc1cc(c(c(c1)OC)P(C2CCCCC2)C3CCCCC3)OC,0,2,C21H33O3P,364,58,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,,1217887-08-5 (had the HBF4 CAS before),1,1
cataCXium KPh,00000737,c1ccc(P(c2ccccc2)N(c2ccccn2)c2ccccn2)cc1,n1ccccc1N(P(c2ccccc2)c3ccccc3)c4ncccc4,0,2,C22H18N3P,355,44,5,,0,0,,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,7,0,0,0,0,0,,6,,472959-76-5,1,#REF!
(2-Pyr)3P,00000738,c1ccc(P(c2ccccn2)c2ccccn2)nc1,n1ccccc1P(c2ccccn2)c3ccccn3,0,1,C15H12N3P,265,31,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,26437-48-9,1,1
"(HOCH2)3P
",00000739,OCP(CO)CO,OCP(CO)CO,0,1,C3H9O3P,124,16,3,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,2767-80-8,1,1
Et-CPhos,00000740,CCP(CC)c1ccccc1-c1c(N(C)C)cccc1N(C)C,CCP(CC)c1ccccc1c2c(N(C)C)cccc2N(C)C,0,2,C20H29N2P,328,52,6,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,,0,,1623003-10-0,0,#REF!
PtBu2Hex,00000741,CCCCCCP(C(C)(C)C)C(C)(C)C,CC(C)(C)P(C(C)(C)C)CCCCCC,0,2,C14H31P,230,46,7,,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,not on scifinder,0,#REF!
DMTPBN,00000742,CC1=C(c2ccccc2)P2CC1(C)C(c1ccccc1)=C2c1ccccc1,CC1=C(C2=CC=CC=C2)P(C3)C(C4=CC=CC=C4)=C(C5=CC=CC=C5)C13C,3,1,C26H23P,366,50,3,,1,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,79032-37-4,0,#REF!
NDPBIPP,00000743,c1ccc(cc1)C1=CC(=PC2=C1[C@@H](c1ccccc1)c1c2ccc2c1cccc2)c1ccc2c(c1)cccc2,C1(C2=CC=C(C=CC=C3)C3=C2[C@@H]4C5=CC=CC=C5)=C4C(C6=CC=CC=C6)=CC(C7=CC(C=CC=C8)=C8C=C7)=P1,1,1,C38H25P,513,64,3,,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-52-4 (no stereo),0,#REF!
2MPDPP,00000744,COc1ccccc1-c1cc(-c2ccccc2)cc(-c2ccccc2)p1,COC1=CC=CC=C1C2=PC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2,1,1,C24H19OP,354,45,4,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-55-7,0,#REF!
BDMPP,00000745,Cc1ccc(-c2cc(-c3ccccc3)cc(-c3ccc(C)cc3C)p2)c(C)c1,CC(C=C(C)C=C1)=C1C2=CC(C3=CC=CC=C3)=CC(C4=CC=C(C)C=C4C)=P2,1,1,C27H25P,380,53,3,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,293309-69-0,1,#REF!
BTFMPTFM,00000746,FC(F)(F)c1ccc(-c2cc(-c3ccccc3)pc(-c3cc(C(F)(F)F)cc(C(F)(F)F)c3)c2)cc1,FC(C(C=C1)=CC=C1C2=CC(C3=CC(C(F)(F)F)=CC(C(F)(F)F)=C3)=PC(C4=CC=CC=C4)=C2)(F)F,1,1,C26H14F9P,528,50,6,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-54-6,0,#REF!
DIPP,00000747,CC(C)c1cc(-c2ccccc2)cc(C(C)C)p1,CC(C)C1=CC(C2=CC=CC=C2)=CC(C(C)C)=P1,1,1,C17H21P,256,39,3,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-51-3,0,#REF!
DNPP,00000748,c1ccc(-c2cc(-c3ccc4ccccc4c3)pc(-c3ccc4ccccc4c3)c2)cc1,C1(C2=CC=C(C=CC=C3)C3=C2)=CC(C4=CC=CC=C4)=CC(C5=CC(C=CC=C6)=C6C=C5)=P1,1,1,C31H21P,424,53,3,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,293733-42-3,0,#REF!
DPP,00000749,Cc1cc(-c2ccccc2)cc(C)p1,CC1=PC(C)=CC(C2=CC=CC=C2)=C1,1,1,C13H13P,200,27,1,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,22208-82-8,1,#REF!
DPTFMPP,00000750,FC(F)(F)c1ccc(-c2cc(-c3ccccc3)pc(-c3ccccc3)c2)cc1,FC(C(C=C1)=CC=C1C2=CC(C3=CC=CC=C3)=PC(C4=CC=CC=C4)=C2)(F)F,1,1,C24H16F3P,392,44,4,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,78336-66-0,1,#REF!
MPDPP,00000751,COc1cccc(-c2cc(-c3ccccc3)cc(-c3ccccc3)p2)c1,COC1=CC=CC(C2=PC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=C2)=C1,1,1,C24H19OP,354,45,4,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-56-8,0,#REF!
NDPP,00000752,c1ccc(-c2cc(-c3ccccc3)pc(-c3ccc4ccccc4c3)c2)cc1,C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=CC(C4=CC(C=CC=C5)=C5C=C4)=P1,1,1,C27H19P,374,47,3,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,362591-50-2,0,#REF!
TPP,00000753,c1ccc(-c2cc(-c3ccccc3)pc(-c3ccccc3)c2)cc1,C1(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=CC(C4=CC=CC=C4)=P1,1,1,C23H17P,324,41,3,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,13497-36-4,1,#REF!
2MDPP,00000754,Cc1cc(-c2ccccc2)cc(-c2ccccc2)p1,CC1=PC(C2=CC=CC=C2)=CC(C3=CC=CC=C3)=C1,1,1,C18H15P,262,34,2,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,17154-49-3,1,#REF!
4MPDPP,00000755,COc1ccc(-c2cc(-c3ccccc3)pc(-c3ccccc3)c2)cc1,COC(C=C1)=CC=C1C2=CC(C3=CC=CC=C3)=PC(C4=CC=CC=C4)=C2,1,1,C24H19OP,354,45,4,,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,7,,14561-13-8,1,#REF!
"PPh(3,5-Me2Ph)2",00000756,Cc1cc(C)cc(P(c2ccccc2)c2cc(C)cc(C)c2)c1,Cc1cc(P(c2cc(C)cc(C)c2)c3ccccc3)cc(C)c1,0,2,C22H23P,318,46,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,182616-53-1,0,#REF!
"PPh(3,5-(CF3)2Ph)2",00000757,FC(F)(F)c1cc(P(c2ccccc2)c2cc(C(F)(F)F)cc(C(F)(F)F)c2)cc(C(F)(F)F)c1,FC(c1cc(P(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)c3ccccc3)cc(C(F)(F)F)c1)(F)F,0,2,C22H11F12P,534,46,7,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,874161-81-6,1,#REF!
"PPh(3,5-F2Ph)2",00000758,Fc1cc(F)cc(P(c2ccccc2)c2cc(F)cc(F)c2)c1,Fc1cc(P(c2cc(F)cc(F)c2)c3ccccc3)cc(F)c1,0,2,C18H11F4P,334,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,1168156-13-5,0,#REF!
"PPh(3,5-OMe2Ph)2",00000759,COc1cc(OC)cc(P(c2ccccc2)c2cc(OC)cc(OC)c2)c1,COc1cc(P(c2cc(OC)cc(OC)c2)c3ccccc3)cc(OC)c1,0,2,C22H23O4P,382,50,7,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,not on scifinder,0,#REF!
"PPh(3,5-tBu2-4-OMe-Ph)2",00000760,COc1c(C(C)(C)C)cc(P(c2ccccc2)c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)cc1C(C)(C)C,COc1c(C(C)(C)C)cc(P(c2cc(C(C)(C)C)c(OC)c(C(C)(C)C)c2)c3ccccc3)cc1C(C)(C)C,0,2,C36H51O2P,547,90,9,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,not on scifinder,0,#REF!
"PPh(3,5-Me2-4-OMe-Ph)2",00000761,COc1c(C)cc(P(c2ccccc2)c2cc(C)c(OC)c(C)c2)cc1C,COc1c(C)cc(P(c2cc(C)c(OC)c(C)c2)c3ccccc3)cc1C,0,2,C24H27O2P,378,54,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,272115-42-1,0,#REF!
PPh(3-OMe2Ph)2,00000762,COc1cccc(P(c2ccccc2)c2cccc(OC)c2)c1,COc1cccc(P(c2cc(OC)ccc2)c3ccccc3)c1,0,2,C20H19O2P,322,42,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,68899-65-0,1,#REF!
PPh(3-F2Ph)2,00000763,Fc1cccc(P(c2ccccc2)c2cccc(F)c2)c1,Fc1cccc(P(c2cc(F)ccc2)c3ccccc3)c1,0,2,C18H13F2P,298,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,23588-20-7,1,#REF!
PPh(3-CF32Ph)2,00000764,FC(F)(F)c1cccc(P(c2ccccc2)c2cccc(C(F)(F)F)c2)c1,FC(c1cccc(P(c2cc(C(F)(F)F)ccc2)c3ccccc3)c1)(F)F,0,2,C20H13F6P,398,40,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,747-86-4,0,#REF!
PPh(2-F2Ph)2,00000765,Fc1ccccc1P(c1ccccc1)c1ccccc1F,Fc1c(P(c2c(F)cccc2)c3ccccc3)cccc1,0,2,C18H13F2P,298,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,79995-28-1,1,#REF!
PPh(2-CF32Ph)2,00000766,FC(F)(F)c1ccccc1P(c1ccccc1)c1ccccc1C(F)(F)F,FC(c1c(P(c2c(C(F)(F)F)cccc2)c3ccccc3)cccc1)(F)F,0,2,C20H13F6P,398,40,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,25688-43-1,1,#REF!
PPh(4-F2Ph)2,00000767,Fc1ccc(P(c2ccccc2)c2ccc(F)cc2)cc1,Fc1ccc(P(c2ccc(F)cc2)c3ccccc3)cc1,0,2,C18H13F2P,298,34,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,35035-59-7,1,#REF!
PPh(4-CF32Ph)2,00000768,FC(F)(F)c1ccc(P(c2ccccc2)c2ccc(C(F)(F)F)cc2)cc1,FC(c1ccc(P(c2ccc(C(F)(F)F)cc2)c3ccccc3)cc1)(F)F,0,2,C20H13F6P,398,40,5,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,39134-71-9,1,#REF!
PPh(1Nap)2,00000769,c1ccc(P(c2cccc3ccccc23)c2cccc3ccccc23)cc1,C12=C(C=CC=C2)C(P(C3=CC=CC4=C3C=CC=C4)c5ccccc5)=CC=C1,0,2,C26H19P,362,46,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,3135-67-9,1,#REF!
PPh(2Nap)2,00000770,c1ccc(P(c2ccc3ccccc3c2)c2ccc3ccccc3c2)cc1,C12=C(C=CC=C2)C=C(P(C3=CC(C=CC=C4)=C4C=C3)c5ccccc5)C=C1,0,2,C26H19P,362,46,3,,0,0,,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,,0,,1686114-45-3,0,#REF!
